tiff_file,prompt,ground_truth
Thermal_550,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.5
Thermal_550,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_550,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_550,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,34.7
Thermal_550,What is the mean temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_550,What is the minimum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,28.2
Thermal_550,What is the hottest point of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,31.4
Thermal_550,What is the average temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_550,What is the minimum temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_550,What is the highest temperature recorded for the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,31.3
Thermal_551,What is the average temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.1
Thermal_551,What is the minimum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.2
Thermal_551,What is the hottest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.7
Thermal_551,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,28.1
Thermal_551,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_551,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.4
Thermal_551,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_551,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,28.1
Thermal_551,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.6
Thermal_552,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.1
Thermal_552,What is the minimum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.2
Thermal_552,What is the hottest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.6
Thermal_552,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,28.1
Thermal_552,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_552,What is the maximum temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.4
Thermal_552,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_552,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_552,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.6
Thermal_553,What average temperature does the chair on the left show? Strictly return a single numerical value rounded to one decimal place.,27.0
Thermal_553,What is the lowest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.1
Thermal_553,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.6
Thermal_553,What average temperature does the chair on the right show? Strictly return a single numerical value rounded to one decimal place.,28.1
Thermal_553,What is the minimum temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_553,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.5
Thermal_553,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_553,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_553,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.6
Thermal_554,What average temperature does the chair on the left show? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_554,What is the lowest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.0
Thermal_554,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_554,What is the average temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_554,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.0
Thermal_554,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.2
Thermal_554,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.5
Thermal_554,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_554,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_554,What is the average temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,29.6
Thermal_554,What is the minimum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,27.8
Thermal_554,What is the hottest point of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_554,What average temperature does the shoe on the right show? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_554,What is the lowest temperature recorded for the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_554,What is the highest temperature recorded for the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_555,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_555,What is the coldest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.1
Thermal_555,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_555,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_555,What is the lowest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.0
Thermal_555,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_555,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.6
Thermal_555,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_555,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_556,What is the mean temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_556,What is the lowest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_556,What is the maximum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,29.2
Thermal_556,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_556,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_556,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,37.5
Thermal_557,What is the mean temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,28.1
Thermal_557,What is the coldest point of the chair? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_557,What is the highest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_557,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_557,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_557,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,37.1
Thermal_557,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.3
Thermal_557,What is the lowest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_557,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_558,What average temperature does the chair show? Strictly return a single numerical value rounded to one decimal place.,27.8
Thermal_558,What is the minimum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,26.8
Thermal_558,What is the maximum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_558,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.8
Thermal_558,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,29.1
Thermal_558,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,36.7
Thermal_559,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_559,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_559,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.4
Thermal_559,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_559,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_559,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_56,What is the average temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,21.5
Thermal_56,What is the minimum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,20.5
Thermal_56,What is the highest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,24.9
Thermal_56,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,26.5
Thermal_56,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,21.2
Thermal_56,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.6
Thermal_560,What average temperature does the chair show? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_560,What is the coldest point of the chair? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_560,What is the highest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_560,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_560,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_560,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.9
Thermal_561,What average temperature does the chair show? Strictly return a single numerical value rounded to one decimal place.,27.6
Thermal_561,What is the minimum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,26.6
Thermal_561,What is the maximum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,28.1
Thermal_561,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.6
Thermal_561,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_561,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_561,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_561,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_561,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.5
Thermal_562,What is the average temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_562,What is the minimum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.3
Thermal_562,What is the highest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.8
Thermal_562,What average temperature does the chair on the right show? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_562,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.7
Thermal_562,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_562,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,31.3
Thermal_562,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_562,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_563,What is the mean temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,26.5
Thermal_563,What is the lowest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,25.5
Thermal_563,What is the highest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,27.1
Thermal_563,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_563,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,27.7
Thermal_563,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.5
Thermal_563,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_563,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_563,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_564,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.3
Thermal_564,What is the lowest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,25.5
Thermal_564,What is the highest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_564,What is the average temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,28.2
Thermal_564,What is the lowest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_564,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_564,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.5
Thermal_564,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_564,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.8
Thermal_565,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.8
Thermal_565,What is the lowest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.0
Thermal_565,What is the hottest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_565,What is the average temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_565,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_565,What is the maximum temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_565,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_565,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_565,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_565,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.3
Thermal_565,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_565,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_566,What average temperature does the chair on the left show? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_566,What is the coldest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,26.6
Thermal_566,What is the highest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_566,What is the average temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_566,What is the lowest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_566,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_566,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.3
Thermal_566,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_566,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_567,What is the mean temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_567,What is the minimum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,26.2
Thermal_567,What is the maximum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,27.8
Thermal_567,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_567,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_567,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_568,What is the average temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,27.1
Thermal_568,What is the coldest point of the chair? Strictly return a single numerical value rounded to one decimal place.,26.2
Thermal_568,What is the hottest point of the chair? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_568,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_568,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_568,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.9
Thermal_569,What average temperature does the chair on the left show? Strictly return a single numerical value rounded to one decimal place.,26.8
Thermal_569,What is the minimum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,25.9
Thermal_569,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_569,What is the average temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_569,What is the lowest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_569,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.3
Thermal_569,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.6
Thermal_569,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_569,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.2
Thermal_57,What average temperature does the chair on the left show? Strictly return a single numerical value rounded to one decimal place.,24.1
Thermal_57,What is the coldest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,22.6
Thermal_57,What is the hottest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_57,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,24.9
Thermal_57,What is the minimum temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,23.4
Thermal_57,What is the maximum temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_57,What is the mean temperature of the laptop? Strictly return a single numerical value rounded to one decimal place.,26.5
Thermal_57,What is the lowest temperature recorded for the laptop? Strictly return a single numerical value rounded to one decimal place.,25.1
Thermal_57,What is the highest temperature recorded for the laptop? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_57,What is the mean temperature of the monitor? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_57,What is the minimum temperature of the monitor? Strictly return a single numerical value rounded to one decimal place.,25.2
Thermal_57,What is the hottest point of the monitor? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_57,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,27.6
Thermal_57,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,22.1
Thermal_57,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,34.0
Thermal_57,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.2
Thermal_57,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_57,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,33.7
Thermal_57,What is the average temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_57,What is the coldest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,25.9
Thermal_57,What is the hottest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_570,What is the average temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,27.3
Thermal_570,What is the coldest point of the chair? Strictly return a single numerical value rounded to one decimal place.,26.4
Thermal_570,What is the hottest point of the chair? Strictly return a single numerical value rounded to one decimal place.,27.8
Thermal_570,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.2
Thermal_570,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_570,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_571,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_571,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,30.8
Thermal_571,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,37.0
Thermal_572,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.0
Thermal_572,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,30.3
Thermal_572,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,36.7
Thermal_573,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_573,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_573,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,36.4
Thermal_574,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,32.0
Thermal_574,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_574,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.4
Thermal_575,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_575,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,29.2
Thermal_575,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.0
Thermal_576,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.2
Thermal_576,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_576,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,34.8
Thermal_577,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_577,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_577,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_578,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_578,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_578,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_579,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_579,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.1
Thermal_579,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,35.1
Thermal_58,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,23.5
Thermal_58,What is the minimum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,22.9
Thermal_58,What is the highest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,24.4
Thermal_58,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,25.4
Thermal_58,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,24.4
Thermal_58,What is the maximum temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_58,What is the average temperature of the light on the left? Strictly return a single numerical value rounded to one decimal place.,29.3
Thermal_58,What is the minimum temperature of the light on the left? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_58,What is the hottest point of the light on the left? Strictly return a single numerical value rounded to one decimal place.,31.2
Thermal_58,What average temperature does the light on the right show? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_58,What is the lowest temperature recorded for the light on the right? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_58,What is the maximum temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,30.4
Thermal_580,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_580,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_580,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_581,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_581,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,28.2
Thermal_581,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_582,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_582,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_582,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.5
Thermal_583,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.6
Thermal_583,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.1
Thermal_583,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,35.5
Thermal_584,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_584,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_584,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,34.9
Thermal_585,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_585,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_585,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.9
Thermal_586,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_586,What is the lowest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_586,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_586,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_586,What is the lowest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_586,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_586,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_586,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_586,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,35.9
Thermal_586,What average temperature does the shoe on the left show? Strictly return a single numerical value rounded to one decimal place.,31.6
Thermal_586,What is the minimum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_586,What is the hottest point of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_586,What average temperature does the shoe on the right show? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_586,What is the lowest temperature recorded for the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_586,What is the hottest point of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_587,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,29.1
Thermal_587,What is the minimum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_587,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,29.6
Thermal_587,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_587,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.3
Thermal_587,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_587,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_587,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,30.2
Thermal_587,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_587,What average temperature does the shoe on the left show? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_587,What is the minimum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_587,What is the maximum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,33.0
Thermal_587,What average temperature does the shoe on the right show? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_587,What is the coldest point of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.2
Thermal_587,What is the maximum temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_588,What is the mean temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,29.0
