tiff_file,prompt,category,ground_truth
Thermal_379,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_379,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_38,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_38,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_380,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_380,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_381,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_381,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_386,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_386,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_388,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_388,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_389,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_389,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_39,"Which shoe is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_39,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_394,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_394,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_395,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_395,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_396,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_396,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_398,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_398,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_421,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_421,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_425,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_425,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_426,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_426,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_429,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_429,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_43,"Between the shoe on the right and the shoe on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_43,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_451,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_451,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_452,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_452,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_453,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_453,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_454,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_454,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_456,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_456,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_457,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_457,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_458,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_458,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_46,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_46,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_460,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_460,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_461,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_461,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_465,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_465,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_466,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_466,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_467,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_467,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_468,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_468,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_469,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_469,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_47,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_47,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_470,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_470,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_472,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_472,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_473,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_473,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_474,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_474,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_475,"Between the furniture on the left and the furniture on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Furniture,right
Thermal_475,"Which of the two furnitures has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Furniture,left
Thermal_479,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_479,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_48,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_48,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_480,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_480,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_49,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_49,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_497,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_497,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_498,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_498,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_50,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_50,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_500,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_500,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_501,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_501,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_501,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_501,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_503,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_503,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_505,"Which shoe is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_505,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_506,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_506,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_510,"Which shoe is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_510,"Which shoe is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_512,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_512,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_513,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_513,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_514,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_514,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_515,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_515,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_517,"Between the furniture on the right and the furniture on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Furniture,right
Thermal_517,"Which of the two furnitures has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Furniture,left
Thermal_517,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_517,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_522,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_522,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_524,"Which of the two furnitures has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Furniture,right
Thermal_524,"Between the furniture on the right and the furniture on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Furniture,left
Thermal_526,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_526,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_527,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_527,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_53,"Which of the two shoes has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_53,"Which shoe is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_532,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_532,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_535,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_535,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_536,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_536,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_538,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_538,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_54,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_54,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_541,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_541,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_542,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_542,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_542,"Between the shoe on the right and the shoe on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_542,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_543,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_543,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_543,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_543,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_544,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_544,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_545,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_545,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_546,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_546,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_546,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_546,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_547,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_547,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_547,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_547,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_548,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_548,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_548,"Which shoe is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_548,"Between the shoe on the right and the shoe on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_549,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_549,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_550,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_550,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_550,"Which of the two shoes has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_550,"Which of the two shoes has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_551,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_551,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_552,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_552,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_553,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_553,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_554,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_554,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_554,"Between the shoe on the left and the shoe on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_554,"Which of the two shoes has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_555,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_555,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_557,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_557,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_559,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_559,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_561,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_561,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_562,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_562,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_563,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_563,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_564,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_564,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_565,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_565,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_565,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_565,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_566,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_566,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_569,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_569,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_57,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_57,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_57,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_57,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_58,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_58,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_58,"Which light is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_58,"Which light is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_586,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_586,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_586,"Which shoe is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_586,"Which shoe is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_587,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_587,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_587,"Which of the two shoes has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_587,"Between the shoe on the left and the shoe on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_588,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_588,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_588,"Which shoe is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
